rowname,common_name,normalized_name,abundance_sum,correct_string_1,correct_string_2,experiment_1_stimulus,species_code
252,Bell's Vireo,bellsvireo,0.13419999999999999,NA,NA,NA,belvir
253,Magnolia Warbler,magnoliawarbler,0.1338,NA,NA,NA,magwar
254,Steller's Jay,stellersjay,0.1284,NA,NA,NA,stejay
255,Sharp-tailed Grouse,sharptailedgrouse,0.128,NA,NA,NA,shtgro
256,Hooded Merganser,hoodedmerganser,0.1277,NA,NA,NA,hoomer
257,Cave Swallow,caveswallow,0.1267,NA,NA,NA,cavswa
258,Winter Wren,winterwren,0.1263,NA,NA,NA,winwre3
259,Upland Sandpiper,uplandsandpiper,0.1256,NA,NA,NA,uplsan
260,Scarlet Tanager,scarlettanager,0.1247,NA,NA,NA,scatan
261,Rough-legged Hawk,roughleggedhawk,0.1237,NA,NA,NA,rolhaw
262,Wood Stork,woodstork,0.1225,NA,NA,NA,woosto
263,Green Heron,greenheron,0.1224,heron,NA,x,grnher
264,Blackpoll Warbler,blackpollwarbler,0.1222,NA,NA,NA,bkpwar
265,Common Gallinule,commongallinule,0.1188,NA,NA,NA,comgal1
266,Barred Owl,barredowl,0.1187,owl,NA,x,brdowl
267,Veery,veery,0.11860000000000001,NA,NA,NA,veery
268,Red-necked Phalarope,redneckedphalarope,0.1185,NA,NA,NA,renpha
269,Pacific Wren,pacificwren,0.1183,NA,NA,NA,pacwre1
270,Sharp-shinned Hawk,sharpshinnedhawk,0.1181,NA,NA,NA,shshaw
271,Tennessee Warbler,tennesseewarbler,0.118,NA,NA,NA,tenwar
272,American Woodcock,americanwoodcock,0.1177,woodcock,NA,x,amewoo
273,Black Scoter,blackscoter,0.1172,NA,NA,NA,blksco2
274,Gambel's Quail,gambelsquail,0.117,NA,NA,NA,gamqua
275,Dusky Flycatcher,duskyflycatcher,0.11460000000000001,NA,NA,NA,dusfly
276,Gray-cheeked Thrush,graycheekedthrush,0.1139,NA,NA,NA,gycthr
277,Boat-tailed Grackle,boattailedgrackle,0.1136,NA,NA,NA,botgra
278,Prairie Warbler,prairiewarbler,0.1124,NA,NA,NA,prawar
279,Black Phoebe,blackphoebe,0.11220000000000001,NA,NA,NA,blkpho
280,Mississippi Kite,mississippikite,0.1121,kite,NA,NA,miskit
281,Vaux's Swift,vauxsswift,0.1121,NA,NA,NA,vauswi
282,Common Tern,commontern,0.1094,NA,NA,NA,comter
283,White-winged Scoter,whitewingedscoter,0.10930000000000001,NA,NA,NA,whwsco2
284,Common Poorwill,commonpoorwill,0.10700000000000001,NA,NA,NA,compoo
285,Canada Jay,canadajay,0.1055,NA,NA,NA,gryjay
286,Willet,willet,0.1055,NA,NA,NA,willet1
287,Cinnamon Teal,cinnamonteal,0.1048,NA,NA,NA,cintea
288,Sanderling,sanderling,0.10300000000000001,NA,NA,NA,sander
289,Lesser Nighthawk,lessernighthawk,0.1026,NA,NA,NA,lesnig
290,Forster's Tern,forsterstern,0.1003,NA,NA,NA,forter
291,Yellow-throated Warbler,yellowthroatedwarbler,0.10020000000000001,NA,NA,NA,yetwar
292,Bohemian Waxwing,bohemianwaxwing,0.0998,NA,NA,NA,bohwax
293,Anhinga,anhinga,0.0993,NA,NA,NA,anhing
294,Anna's Hummingbird,annashummingbird,0.09770000000000001,NA,NA,NA,annhum
295,Marbled Godwit,marbledgodwit,0.09670000000000001,NA,NA,NA,margod
296,Townsend's Warbler,townsendswarbler,0.0956,NA,NA,NA,towwar
297,Clark's Nutcracker,clarksnutcracker,0.0943,NA,NA,NA,clanut
298,Sage Thrasher,sagethrasher,0.0941,NA,NA,NA,sagthr
299,Black-chinned Hummingbird,blackchinnedhummingbird,0.0937,NA,NA,NA,bkchum
300,Long-billed Curlew,longbilledcurlew,0.0935,NA,NA,NA,lobcur
301,Stilt Sandpiper,stiltsandpiper,0.0935,NA,NA,NA,stisan
302,Broad-tailed Hummingbird,broadtailedhummingbird,0.0929,NA,NA,NA,brthum
303,Greater Sage-Grouse,greatersagegrouse,0.0912,NA,NA,NA,saggro
304,Harlequin Duck,harlequinduck,0.08990000000000001,NA,NA,NA,harduc
305,Western Grebe,westerngrebe,0.0891,NA,NA,NA,wesgre
306,Marbled Murrelet,marbledmurrelet,0.0883,NA,NA,NA,marmur
307,Olive-sided Flycatcher,olivesidedflycatcher,0.0878,NA,NA,NA,olsfly
308,Common Loon,commonloon,0.08689999999999999,loon,NA,NA,comloo
309,Black-bellied Plover,blackbelliedplover,0.08360000000000001,NA,NA,NA,bkbplo
310,Semipalmated Plover,semipalmatedplover,0.0818,NA,NA,NA,semplo
311,Pacific-slope Flycatcher,pacificslopeflycatcher,0.08130000000000001,NA,NA,NA,pasfly
312,Chestnut-backed Chickadee,chestnutbackedchickadee,0.0776,NA,NA,NA,chbchi
313,Louisiana Waterthrush,louisianawaterthrush,0.0775,NA,NA,NA,louwat
314,Eastern Screech-Owl,easternscreechowl,0.0751,NA,NA,NA,easowl1
315,Chuck-will's-widow,chuckwillswidow,0.07469999999999999,NA,NA,NA,chwwid
316,Pacific Loon,pacificloon,0.07469999999999999,NA,NA,NA,pacloo
317,Black Skimmer,blackskimmer,0.07400000000000001,NA,NA,NA,blkski
318,Blackburnian Warbler,blackburnianwarbler,0.0735,NA,NA,NA,bkbwar
319,Prothonotary Warbler,prothonotarywarbler,0.0734,NA,NA,NA,prowar
320,Osprey,osprey,0.07339999999999999,osprey,NA,NA,osprey
321,Boreal Chickadee,borealchickadee,0.0716,NA,NA,NA,borchi2
322,Black-throated Gray Warbler,blackthroatedgraywarbler,0.0715,NA,NA,NA,btywar
323,Glossy Ibis,glossyibis,0.07039999999999999,NA,NA,NA,gloibi
324,Verdin,verdin,0.0699,NA,NA,NA,verdin
325,Kentucky Warbler,kentuckywarbler,0.0697,NA,NA,NA,kenwar
326,Whimbrel,whimbrel,0.0692,NA,NA,NA,whimbr
327,Black-throated Blue Warbler,blackthroatedbluewarbler,0.0686,NA,NA,NA,btbwar
328,Black-crowned Night-Heron,blackcrownednightheron,0.0678,nightheron,heron,NA,bcnher
329,Greater Prairie-Chicken,greaterprairiechicken,0.0674,NA,NA,NA,grpchi
330,Thick-billed Longspur,thickbilledlongspur,0.06709999999999999,NA,NA,NA,mcclon
331,Scaled Quail,scaledquail,0.067,NA,NA,NA,scaqua
332,Arctic Tern,arctictern,0.0663,NA,NA,NA,arcter
333,Baird's Sandpiper,bairdssandpiper,0.0653,NA,NA,NA,baisan
334,Merlin,merlin,0.0637,NA,NA,NA,merlin
335,Rock Sandpiper,rocksandpiper,0.0619,NA,NA,NA,rocsan
336,Lucy's Warbler,lucyswarbler,0.06169999999999999,NA,NA,NA,lucwar
337,Cassin's Kingbird,cassinskingbird,0.0616,NA,NA,NA,caskin
338,Hammond's Flycatcher,hammondsflycatcher,0.0615,NA,NA,NA,hamfly
339,Sora,sora,0.06130000000000001,NA,NA,NA,sora
340,Emperor Goose,emperorgoose,0.0596,NA,NA,NA,empgoo
341,Tricolored Heron,tricoloredheron,0.059399999999999994,NA,NA,NA,triher
342,Gray Flycatcher,grayflycatcher,0.0591,NA,NA,NA,gryfly
343,Least Tern,leasttern,0.059,NA,NA,NA,leater1
344,Ruffed Grouse,ruffedgrouse,0.0569,NA,NA,NA,rufgro
345,Northern Shrike,northernshrike,0.0567,NA,NA,NA,norshr4
346,Sagebrush Sparrow,sagebrushsparrow,0.0566,NA,NA,NA,sagspa1
347,Eastern Whip-poor-will,easternwhippoorwill,0.0563,NA,NA,NA,easwpw1
348,Cassin's Vireo,cassinsvireo,0.055900000000000005,NA,NA,NA,casvir
349,Ladder-backed Woodpecker,ladderbackedwoodpecker,0.0551,NA,NA,NA,labwoo
350,Short-eared Owl,shortearedowl,0.0538,NA,NA,NA,sheowl
351,Tricolored Blackbird,tricoloredblackbird,0.0526,NA,NA,NA,tribla
352,Barrow's Goldeneye,barrowsgoldeneye,0.0525,goldeneye,NA,NA,bargol
353,American Black Duck,americanblackduck,0.052,NA,NA,NA,ambduc
354,Short-billed Dowitcher,shortbilleddowitcher,0.051699999999999996,NA,NA,NA,shbdow
355,White-rumped Sandpiper,whiterumpedsandpiper,0.0506,NA,NA,NA,whrsan
356,Red-naped Sapsucker,rednapedsapsucker,0.0494,NA,NA,NA,rensap
